"MEASURE","Measure","AGE","Age","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Births","26","26","5","Western Australia","A","Annual","1986","1986",1982,,
"1","Births","26","26","5","Western Australia","A","Annual","1987","1987",1882,,
"1","Births","26","26","5","Western Australia","A","Annual","1988","1988",1956,,
"1","Births","26","26","5","Western Australia","A","Annual","1989","1989",1963,,
"1","Births","26","26","5","Western Australia","A","Annual","1990","1990",1825,,
"1","Births","26","26","5","Western Australia","A","Annual","1991","1991",1698,,
"1","Births","26","26","5","Western Australia","A","Annual","1992","1992",1649,,
"1","Births","26","26","5","Western Australia","A","Annual","1993","1993",1613,,
"1","Births","26","26","5","Western Australia","A","Annual","1994","1994",1641,,
"1","Births","26","26","5","Western Australia","A","Annual","1995","1995",1653,,
"1","Births","26","26","5","Western Australia","A","Annual","1996","1996",1507,,
"1","Births","26","26","5","Western Australia","A","Annual","1997","1997",1541,,
"1","Births","26","26","5","Western Australia","A","Annual","1998","1998",1561,,
"1","Births","26","26","5","Western Australia","A","Annual","1999","1999",1422,,
"1","Births","26","26","5","Western Australia","A","Annual","2000","2000",1369,,
"1","Births","26","26","5","Western Australia","A","Annual","2001","2001",1265,,
"1","Births","26","26","5","Western Australia","A","Annual","2002","2002",1238,,
"1","Births","26","26","5","Western Australia","A","Annual","2003","2003",1153,,
"1","Births","26","26","5","Western Australia","A","Annual","2004","2004",1220,,
"1","Births","26","26","5","Western Australia","A","Annual","2005","2005",1283,,
"1","Births","26","26","5","Western Australia","A","Annual","2006","2006",1330,,
"1","Births","26","26","5","Western Australia","A","Annual","2007","2007",1370,,
"1","Births","26","26","5","Western Australia","A","Annual","2008","2008",1627,,
"1","Births","26","26","5","Western Australia","A","Annual","2009","2009",1634,,
"1","Births","26","26","5","Western Australia","A","Annual","2010","2010",1688,,
"1","Births","26","26","5","Western Australia","A","Annual","2011","2011",1636,,
"1","Births","26","26","5","Western Australia","A","Annual","2012","2012",1767,,
"1","Births","26","26","5","Western Australia","A","Annual","2013","2013",1801,,
"1","Births","26","26","5","Western Australia","A","Annual","2014","2014",1789,,
"1","Births","26","26","5","Western Australia","A","Annual","2015","2015",1690,,
"2","Female population","26","26","5","Western Australia","A","Annual","1975","1975",9760,,
"2","Female population","26","26","5","Western Australia","A","Annual","1976","1976",9978,,
"2","Female population","26","26","5","Western Australia","A","Annual","1977","1977",10324,,
"2","Female population","26","26","5","Western Australia","A","Annual","1978","1978",10545,,
"2","Female population","26","26","5","Western Australia","A","Annual","1979","1979",10878,,
"2","Female population","26","26","5","Western Australia","A","Annual","1980","1980",10949,,
"2","Female population","26","26","5","Western Australia","A","Annual","1981","1981",11295,,
"2","Female population","26","26","5","Western Australia","A","Annual","1982","1982",11754,,
"2","Female population","26","26","5","Western Australia","A","Annual","1983","1983",11675,,
"2","Female population","26","26","5","Western Australia","A","Annual","1984","1984",11896,,
"2","Female population","26","26","5","Western Australia","A","Annual","1985","1985",12049,,
"2","Female population","26","26","5","Western Australia","A","Annual","1986","1986",12648,,
"2","Female population","26","26","5","Western Australia","A","Annual","1987","1987",13144,,
"2","Female population","26","26","5","Western Australia","A","Annual","1988","1988",13192,,
"2","Female population","26","26","5","Western Australia","A","Annual","1989","1989",13433,,
"2","Female population","26","26","5","Western Australia","A","Annual","1990","1990",13322,,
"2","Female population","26","26","5","Western Australia","A","Annual","1991","1991",12906,,
"2","Female population","26","26","5","Western Australia","A","Annual","1992","1992",12723,,
"2","Female population","26","26","5","Western Australia","A","Annual","1993","1993",12624,,
"2","Female population","26","26","5","Western Australia","A","Annual","1994","1994",12781,,
"2","Female population","26","26","5","Western Australia","A","Annual","1995","1995",13300,,
"2","Female population","26","26","5","Western Australia","A","Annual","1996","1996",13562,,
"2","Female population","26","26","5","Western Australia","A","Annual","1997","1997",14665,,
"2","Female population","26","26","5","Western Australia","A","Annual","1998","1998",14531,,
"2","Female population","26","26","5","Western Australia","A","Annual","1999","1999",13787,,
"2","Female population","26","26","5","Western Australia","A","Annual","2000","2000",13362,,
"2","Female population","26","26","5","Western Australia","A","Annual","2001","2001",13058,,
"2","Female population","26","26","5","Western Australia","A","Annual","2002","2002",12936,,
"2","Female population","26","26","5","Western Australia","A","Annual","2003","2003",12746,,
"2","Female population","26","26","5","Western Australia","A","Annual","2004","2004",12767,,
"2","Female population","26","26","5","Western Australia","A","Annual","2005","2005",12998,,
"2","Female population","26","26","5","Western Australia","A","Annual","2006","2006",13329,,
"2","Female population","26","26","5","Western Australia","A","Annual","2007","2007",14100,,
"2","Female population","26","26","5","Western Australia","A","Annual","2008","2008",15023,,
"2","Female population","26","26","5","Western Australia","A","Annual","2009","2009",16312,,
"2","Female population","26","26","5","Western Australia","A","Annual","2010","2010",16963,,
"2","Female population","26","26","5","Western Australia","A","Annual","2011","2011",18031,,
"2","Female population","26","26","5","Western Australia","A","Annual","2012","2012",19104,,
"2","Female population","26","26","5","Western Australia","A","Annual","2013","2013",19917,,
"2","Female population","26","26","5","Western Australia","A","Annual","2014","2014",20113,,
"2","Female population","26","26","5","Western Australia","A","Annual","2015","2015",20276,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1975","1975",163.3,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1976","1976",168.4,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1977","1977",162.6,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1978","1978",164.9,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1979","1979",158.9,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1980","1980",152.7,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1981","1981",164.1,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1982","1982",154.2,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1983","1983",157.6,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1984","1984",148.4,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1985","1985",153.5,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1986","1986",156.7,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1987","1987",143.2,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1988","1988",148.3,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1989","1989",146.2,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1990","1990",137,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1991","1991",131.8,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1992","1992",129.9,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1993","1993",127.9,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1994","1994",128.4,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1995","1995",124.3,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1996","1996",111.1,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1997","1997",105.1,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1998","1998",107.4,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","1999","1999",103.1,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2000","2000",102.5,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2001","2001",96.9,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2002","2002",95.7,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2003","2003",90.5,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2004","2004",95.6,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2005","2005",98.8,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2006","2006",99.8,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2007","2007",97.2,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2008","2008",108.4,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2009","2009",100.2,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2010","2010",99.5,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2011","2011",90.8,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2012","2012",92.6,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2013","2013",90.5,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2014","2014",89,,
"11","Fertility rate","26","26","5","Western Australia","A","Annual","2015","2015",83.4,,
"1","Births","26","26","6","Tasmania","A","Annual","1975","1975",510,,
"1","Births","26","26","6","Tasmania","A","Annual","1976","1976",514,,
"1","Births","26","26","6","Tasmania","A","Annual","1977","1977",543,,
"1","Births","26","26","6","Tasmania","A","Annual","1978","1978",521,,
"1","Births","26","26","6","Tasmania","A","Annual","1979","1979",525,,
"1","Births","26","26","6","Tasmania","A","Annual","1980","1980",555,,
"1","Births","26","26","6","Tasmania","A","Annual","1981","1981",560,,
"1","Births","26","26","6","Tasmania","A","Annual","1982","1982",584,,
"1","Births","26","26","6","Tasmania","A","Annual","1983","1983",560,,
"1","Births","26","26","6","Tasmania","A","Annual","1984","1984",582,,
"1","Births","26","26","6","Tasmania","A","Annual","1985","1985",589,,
"1","Births","26","26","6","Tasmania","A","Annual","1986","1986",547,,
"1","Births","26","26","6","Tasmania","A","Annual","1987","1987",597,,
"1","Births","26","26","6","Tasmania","A","Annual","1988","1988",564,,
"1","Births","26","26","6","Tasmania","A","Annual","1989","1989",538,,
"1","Births","26","26","6","Tasmania","A","Annual","1990","1990",508,,
"1","Births","26","26","6","Tasmania","A","Annual","1991","1991",466,,
"1","Births","26","26","6","Tasmania","A","Annual","1992","1992",471,,
"1","Births","26","26","6","Tasmania","A","Annual","1993","1993",461,,
"1","Births","26","26","6","Tasmania","A","Annual","1994","1994",481,,
"1","Births","26","26","6","Tasmania","A","Annual","1995","1995",416,,
"1","Births","26","26","6","Tasmania","A","Annual","1996","1996",386,,
"1","Births","26","26","6","Tasmania","A","Annual","1997","1997",418,,
"1","Births","26","26","6","Tasmania","A","Annual","1998","1998",373,,
"1","Births","26","26","6","Tasmania","A","Annual","1999","1999",362,,
"1","Births","26","26","6","Tasmania","A","Annual","2000","2000",299,,
"1","Births","26","26","6","Tasmania","A","Annual","2001","2001",330,,
"1","Births","26","26","6","Tasmania","A","Annual","2002","2002",312,,
"1","Births","26","26","6","Tasmania","A","Annual","2003","2003",311,,
"1","Births","26","26","6","Tasmania","A","Annual","2004","2004",287,,
"1","Births","26","26","6","Tasmania","A","Annual","2005","2005",336,,
"1","Births","26","26","6","Tasmania","A","Annual","2006","2006",336,,
"1","Births","26","26","6","Tasmania","A","Annual","2007","2007",321,,
"1","Births","26","26","6","Tasmania","A","Annual","2008","2008",363,,
"1","Births","26","26","6","Tasmania","A","Annual","2009","2009",352,,
"1","Births","26","26","6","Tasmania","A","Annual","2010","2010",332,,
"1","Births","26","26","6","Tasmania","A","Annual","2011","2011",335,,
"1","Births","26","26","6","Tasmania","A","Annual","2012","2012",314,,
"1","Births","26","26","6","Tasmania","A","Annual","2013","2013",322,,
"1","Births","26","26","6","Tasmania","A","Annual","2014","2014",298,,
"1","Births","26","26","6","Tasmania","A","Annual","2015","2015",278,,
"2","Female population","26","26","6","Tasmania","A","Annual","1975","1975",3173,,
"2","Female population","26","26","6","Tasmania","A","Annual","1976","1976",3270,,
"2","Female population","26","26","6","Tasmania","A","Annual","1977","1977",3262,,
"2","Female population","26","26","6","Tasmania","A","Annual","1978","1978",3172,,
"2","Female population","26","26","6","Tasmania","A","Annual","1979","1979",3373,,
"2","Female population","26","26","6","Tasmania","A","Annual","1980","1980",3363,,
"2","Female population","26","26","6","Tasmania","A","Annual","1981","1981",3440,,
"2","Female population","26","26","6","Tasmania","A","Annual","1982","1982",3575,,
"2","Female population","26","26","6","Tasmania","A","Annual","1983","1983",3487,,
"2","Female population","26","26","6","Tasmania","A","Annual","1984","1984",3577,,
"2","Female population","26","26","6","Tasmania","A","Annual","1985","1985",3744,,
"2","Female population","26","26","6","Tasmania","A","Annual","1986","1986",3775,,
"2","Female population","26","26","6","Tasmania","A","Annual","1987","1987",3873,,
"2","Female population","26","26","6","Tasmania","A","Annual","1988","1988",3754,,
"2","Female population","26","26","6","Tasmania","A","Annual","1989","1989",3598,,
"2","Female population","26","26","6","Tasmania","A","Annual","1990","1990",3622,,
"2","Female population","26","26","6","Tasmania","A","Annual","1991","1991",3421,,
"2","Female population","26","26","6","Tasmania","A","Annual","1992","1992",3284,,
"2","Female population","26","26","6","Tasmania","A","Annual","1993","1993",3232,,
"2","Female population","26","26","6","Tasmania","A","Annual","1994","1994",3295,,
"2","Female population","26","26","6","Tasmania","A","Annual","1995","1995",3350,,
"2","Female population","26","26","6","Tasmania","A","Annual","1996","1996",3301,,
"2","Female population","26","26","6","Tasmania","A","Annual","1997","1997",3451,,
"2","Female population","26","26","6","Tasmania","A","Annual","1998","1998",3362,,
"2","Female population","26","26","6","Tasmania","A","Annual","1999","1999",3128,,
"2","Female population","26","26","6","Tasmania","A","Annual","2000","2000",2904,,
"2","Female population","26","26","6","Tasmania","A","Annual","2001","2001",2787,,
"2","Female population","26","26","6","Tasmania","A","Annual","2002","2002",2694,,
"2","Female population","26","26","6","Tasmania","A","Annual","2003","2003",2627,,
"2","Female population","26","26","6","Tasmania","A","Annual","2004","2004",2675,,
"2","Female population","26","26","6","Tasmania","A","Annual","2005","2005",2731,,
"2","Female population","26","26","6","Tasmania","A","Annual","2006","2006",2733,,
"2","Female population","26","26","6","Tasmania","A","Annual","2007","2007",2863,,
"2","Female population","26","26","6","Tasmania","A","Annual","2008","2008",2920,,
"2","Female population","26","26","6","Tasmania","A","Annual","2009","2009",2868,,
"2","Female population","26","26","6","Tasmania","A","Annual","2010","2010",3028,,
"2","Female population","26","26","6","Tasmania","A","Annual","2011","2011",3129,,
"2","Female population","26","26","6","Tasmania","A","Annual","2012","2012",2959,,
"2","Female population","26","26","6","Tasmania","A","Annual","2013","2013",2896,,
"2","Female population","26","26","6","Tasmania","A","Annual","2014","2014",2913,,
"2","Female population","26","26","6","Tasmania","A","Annual","2015","2015",2959,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1975","1975",160.7,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1976","1976",157.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1977","1977",166.5,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1978","1978",164.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1979","1979",155.6,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1980","1980",165,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1981","1981",162.8,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1982","1982",163.4,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1983","1983",160.6,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1984","1984",162.7,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1985","1985",157.3,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1986","1986",144.9,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1987","1987",154.1,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1988","1988",150.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1989","1989",149.5,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1990","1990",140.3,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1991","1991",136.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1992","1992",143.5,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1993","1993",142.6,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1994","1994",146,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1995","1995",124.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1996","1996",117,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1997","1997",121.2,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1998","1998",111,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","1999","1999",115.8,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2000","2000",103,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2001","2001",118.6,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2002","2002",121.5,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2003","2003",123.6,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2004","2004",112.1,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2005","2005",129.7,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2006","2006",132.9,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2007","2007",116.9,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2008","2008",127.3,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2009","2009",126.4,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2010","2010",112.4,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2011","2011",110,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2012","2012",109.5,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2013","2013",111.4,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2014","2014",102.8,,
"11","Fertility rate","26","26","6","Tasmania","A","Annual","2015","2015",94.1,,
"1","Births","26","26","7","Northern Territory","A","Annual","1975","1975",153,,
"1","Births","26","26","7","Northern Territory","A","Annual","1976","1976",184,,
"1","Births","26","26","7","Northern Territory","A","Annual","1977","1977",191,,
"1","Births","26","26","7","Northern Territory","A","Annual","1978","1978",189,,
"1","Births","26","26","7","Northern Territory","A","Annual","1979","1979",197,,
"1","Births","26","26","7","Northern Territory","A","Annual","1980","1980",173,,
"1","Births","26","26","7","Northern Territory","A","Annual","1981","1981",208,,
"1","Births","26","26","7","Northern Territory","A","Annual","1982","1982",167,,
"1","Births","26","26","7","Northern Territory","A","Annual","1983","1983",205,,
"1","Births","26","26","7","Northern Territory","A","Annual","1984","1984",220,,
"1","Births","26","26","7","Northern Territory","A","Annual","1985","1985",191,,
"1","Births","26","26","7","Northern Territory","A","Annual","1986","1986",218,,
"1","Births","26","26","7","Northern Territory","A","Annual","1987","1987",234,,
"1","Births","26","26","7","Northern Territory","A","Annual","1988","1988",222,,
"1","Births","26","26","7","Northern Territory","A","Annual","1989","1989",244,,
"1","Births","26","26","7","Northern Territory","A","Annual","1990","1990",224,,
"1","Births","26","26","7","Northern Territory","A","Annual","1991","1991",200,,
"1","Births","26","26","7","Northern Territory","A","Annual","1992","1992",196,,
"1","Births","26","26","7","Northern Territory","A","Annual","1993","1993",198,,
"1","Births","26","26","7","Northern Territory","A","Annual","1994","1994",220,,
"1","Births","26","26","7","Northern Territory","A","Annual","1995","1995",229,,
"1","Births","26","26","7","Northern Territory","A","Annual","1996","1996",208,,
"1","Births","26","26","7","Northern Territory","A","Annual","1997","1997",220,,
"1","Births","26","26","7","Northern Territory","A","Annual","1998","1998",216,,
"1","Births","26","26","7","Northern Territory","A","Annual","1999","1999",190,,
"1","Births","26","26","7","Northern Territory","A","Annual","2000","2000",222,,
"1","Births","26","26","7","Northern Territory","A","Annual","2001","2001",187,,
"1","Births","26","26","7","Northern Territory","A","Annual","2002","2002",186,,
"1","Births","26","26","7","Northern Territory","A","Annual","2003","2003",198,,
"1","Births","26","26","7","Northern Territory","A","Annual","2004","2004",191,,
"1","Births","26","26","7","Northern Territory","A","Annual","2005","2005",205,,
"1","Births","26","26","7","Northern Territory","A","Annual","2006","2006",178,,
"1","Births","26","26","7","Northern Territory","A","Annual","2007","2007",217,,
"1","Births","26","26","7","Northern Territory","A","Annual","2008","2008",194,,
"1","Births","26","26","7","Northern Territory","A","Annual","2009","2009",194,,
"1","Births","26","26","7","Northern Territory","A","Annual","2010","2010",209,,
"1","Births","26","26","7","Northern Territory","A","Annual","2011","2011",236,,
"1","Births","26","26","7","Northern Territory","A","Annual","2012","2012",211,,
"1","Births","26","26","7","Northern Territory","A","Annual","2013","2013",226,,
"1","Births","26","26","7","Northern Territory","A","Annual","2014","2014",213,,
"1","Births","26","26","7","Northern Territory","A","Annual","2015","2015",212,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1975","1975",1068,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1976","1976",1032,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1977","1977",1232,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1978","1978",1197,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1979","1979",1183,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1980","1980",1373,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1981","1981",1327,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1982","1982",1451,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1983","1983",1417,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1984","1984",1543,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1985","1985",1530,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1986","1986",1749,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1987","1987",1868,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1988","1988",1678,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1989","1989",1785,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1990","1990",1717,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1991","1991",1660,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1992","1992",1731,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1993","1993",1711,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1994","1994",1725,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1995","1995",1826,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1996","1996",1984,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1997","1997",2033,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1998","1998",1926,,
"2","Female population","26","26","7","Northern Territory","A","Annual","1999","1999",1841,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2000","2000",1864,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2001","2001",1743,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2002","2002",1709,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2003","2003",1667,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2004","2004",1689,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2005","2005",1678,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2006","2006",1769,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2007","2007",1910,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2008","2008",1910,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2009","2009",2117,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2010","2010",2101,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2011","2011",2101,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2012","2012",2127,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2013","2013",2270,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2014","2014",2160,,
"2","Female population","26","26","7","Northern Territory","A","Annual","2015","2015",2080,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1975","1975",143.7,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1976","1976",178.7,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1977","1977",155.1,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1978","1978",158.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1979","1979",166.9,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1980","1980",126,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1981","1981",156.8,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1982","1982",115.1,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1983","1983",144.9,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1984","1984",142.7,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1985","1985",125.1,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1986","1986",124.8,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1987","1987",125.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1988","1988",132.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1989","1989",136.9,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1990","1990",130.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1991","1991",120.5,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1992","1992",113.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1993","1993",115.9,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1994","1994",127.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1995","1995",125.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1996","1996",105.1,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1997","1997",108.4,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1998","1998",112.2,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","1999","1999",103.4,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2000","2000",119.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2001","2001",107.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2002","2002",108.9,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2003","2003",118.8,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2004","2004",113.1,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2005","2005",122.2,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2006","2006",100.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2007","2007",113.7,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2008","2008",101.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2009","2009",91.7,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2010","2010",99.5,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2011","2011",112.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2012","2012",99.3,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2013","2013",99.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2014","2014",98.6,,
"11","Fertility rate","26","26","7","Northern Territory","A","Annual","2015","2015",101.9,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1975","1975",396,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1976","1976",423,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1977","1977",370,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1978","1978",396,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1979","1979",388,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1980","1980",332,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1981","1981",316,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1982","1982",313,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1983","1983",333,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1984","1984",341,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1985","1985",315,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1986","1986",309,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1987","1987",324,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1988","1988",321,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1989","1989",299,,
"1","Births","26","26","8","Australian Capital Territory","A","Annual","1990","1990",320,,
